tool,stratum,tier,side,heldout_gene,threshold_from_6_genes,heldout_lr
cadd,pm12,strong,pp3,BRCA2,,
cadd,pm12,strong,pp3,BARD1,,
cadd,pm12,strong,pp3,PALB2,,
cadd,pm12,strong,pp3,RAD51C,,
cadd,pm12,strong,pp3,VHL,,
cadd,pm12,strong,pp3,BAP1,,
cadd,pm12,very_strong,pp3,BRCA1,,
cadd,pm12,very_strong,pp3,BRCA2,,
cadd,pm12,very_strong,pp3,BARD1,,
cadd,pm12,very_strong,pp3,PALB2,,
cadd,pm12,very_strong,pp3,RAD51C,,
cadd,pm12,very_strong,pp3,VHL,,
cadd,pm12,very_strong,pp3,BAP1,,
cadd,s3_10,supporting,pp3,BRCA1,19.41,3.125506072874494
cadd,s3_10,supporting,pp3,BRCA2,22.0,13.333333333333334
cadd,s3_10,supporting,pp3,BARD1,20.9,4.2032085561497325
cadd,s3_10,supporting,pp3,PALB2,19.43,3.8673740053050403
cadd,s3_10,supporting,pp3,RAD51C,22.0,3.6074380165289255
cadd,s3_10,supporting,pp3,VHL,19.22,
cadd,s3_10,supporting,pp3,BAP1,19.53,4.904241306638567
cadd,s3_10,moderate,pp3,BRCA1,,
cadd,s3_10,moderate,pp3,BRCA2,,
cadd,s3_10,moderate,pp3,BARD1,,
cadd,s3_10,moderate,pp3,PALB2,,
cadd,s3_10,moderate,pp3,RAD51C,25.8,
cadd,s3_10,moderate,pp3,VHL,,
cadd,s3_10,moderate,pp3,BAP1,,
cadd,s3_10,strong,pp3,BRCA1,,
cadd,s3_10,strong,pp3,BRCA2,,
cadd,s3_10,strong,pp3,BARD1,,
cadd,s3_10,strong,pp3,PALB2,,
cadd,s3_10,strong,pp3,RAD51C,,
cadd,s3_10,strong,pp3,VHL,,
cadd,s3_10,strong,pp3,BAP1,,
cadd,s3_10,very_strong,pp3,BRCA1,,
cadd,s3_10,very_strong,pp3,BRCA2,,
cadd,s3_10,very_strong,pp3,BARD1,,
cadd,s3_10,very_strong,pp3,PALB2,,
cadd,s3_10,very_strong,pp3,RAD51C,,
cadd,s3_10,very_strong,pp3,VHL,,
cadd,s3_10,very_strong,pp3,BAP1,,
cadd,s11_50,supporting,pp3,BRCA1,,
cadd,s11_50,supporting,pp3,BARD1,,
cadd,s11_50,supporting,pp3,PALB2,21.1,0.0
cadd,s11_50,supporting,pp3,RAD51C,17.13,1.6875
cadd,s11_50,supporting,pp3,VHL,23.6,
cadd,s11_50,supporting,pp3,BAP1,,
cadd,s11_50,moderate,pp3,BRCA1,,
cadd,s11_50,moderate,pp3,BARD1,,
cadd,s11_50,moderate,pp3,PALB2,,
cadd,s11_50,moderate,pp3,RAD51C,21.9,
cadd,s11_50,moderate,pp3,VHL,,
cadd,s11_50,moderate,pp3,BAP1,,
cadd,s11_50,strong,pp3,BRCA1,,
cadd,s11_50,strong,pp3,BARD1,,
cadd,s11_50,strong,pp3,PALB2,,
cadd,s11_50,strong,pp3,RAD51C,,
cadd,s11_50,strong,pp3,VHL,,
cadd,s11_50,strong,pp3,BAP1,,
cadd,s11_50,very_strong,pp3,BRCA1,,
cadd,s11_50,very_strong,pp3,BARD1,,
cadd,s11_50,very_strong,pp3,PALB2,,
cadd,s11_50,very_strong,pp3,RAD51C,,
cadd,s11_50,very_strong,pp3,VHL,,
cadd,s11_50,very_strong,pp3,BAP1,,
cadd,s3_50,supporting,pp3,BRCA1,19.29,5.507788161993769
cadd,s3_50,supporting,pp3,BRCA2,18.76,8.333333333333334
cadd,s3_50,supporting,pp3,BARD1,19.11,15.000638569604089
cadd,s3_50,supporting,pp3,PALB2,19.19,4.4658613445378155
cadd,s3_50,supporting,pp3,RAD51C,17.05,3.264208909370199
cadd,s3_50,supporting,pp3,VHL,19.28,
cadd,s3_50,supporting,pp3,BAP1,19.48,8.167898061890995
cadd,s3_50,moderate,pp3,BRCA1,21.0,3.887850467289719
cadd,s3_50,moderate,pp3,BRCA2,22.7,15.555555555555557
cadd,s3_50,moderate,pp3,BARD1,22.5,12.462068965517242
cadd,s3_50,moderate,pp3,PALB2,20.4,5.196638655462185
cadd,s3_50,moderate,pp3,RAD51C,22.7,5.9824046920821115
cadd,s3_50,moderate,pp3,VHL,22.6,
cadd,s3_50,moderate,pp3,BAP1,22.9,8.034384343571622
cadd,s3_50,strong,pp3,BRCA1,,
cadd,s3_50,strong,pp3,BRCA2,,
cadd,s3_50,strong,pp3,BARD1,,
cadd,s3_50,strong,pp3,PALB2,,
cadd,s3_50,strong,pp3,RAD51C,,
cadd,s3_50,strong,pp3,VHL,,
cadd,s3_50,strong,pp3,BAP1,,
cadd,s3_50,very_strong,pp3,BRCA1,,
cadd,s3_50,very_strong,pp3,BRCA2,,
cadd,s3_50,very_strong,pp3,BARD1,,
cadd,s3_50,very_strong,pp3,PALB2,,
cadd,s3_50,very_strong,pp3,RAD51C,,
cadd,s3_50,very_strong,pp3,VHL,,
cadd,s3_50,very_strong,pp3,BAP1,,
cadd,all_1_50,supporting,pp3,BRCA1,22.0,22.716685330347143
cadd,all_1_50,supporting,pp3,BRCA2,22.7,19.91578947368421
cadd,all_1_50,supporting,pp3,BARD1,22.9,117.93257820927724
cadd,all_1_50,supporting,pp3,PALB2,20.4,13.645284288437814
cadd,all_1_50,supporting,pp3,RAD51C,22.9,43.83471074380165
cadd,all_1_50,supporting,pp3,VHL,22.7,70.65957446808511
cadd,all_1_50,supporting,pp3,BAP1,23.1,22.870480549199083
cadd,all_1_50,moderate,pp3,BRCA1,23.3,41.910638297872346
cadd,all_1_50,moderate,pp3,BRCA2,24.2,24.128744939271254
cadd,all_1_50,moderate,pp3,BARD1,24.5,236.83980582524273
cadd,all_1_50,moderate,pp3,PALB2,24.5,144.70954356846474
cadd,all_1_50,moderate,pp3,RAD51C,24.0,113.5909090909091
cadd,all_1_50,moderate,pp3,VHL,24.1,62.80851063829786
cadd,all_1_50,moderate,pp3,BAP1,24.4,25.330706521739128
cadd,all_1_50,strong,pp3,BRCA1,35.0,43.846808510638304
cadd,all_1_50,strong,pp3,BRCA2,35.0,74.84210526315789
cadd,all_1_50,strong,pp3,BARD1,35.0,96.54368932038834
cadd,all_1_50,strong,pp3,PALB2,35.0,
cadd,all_1_50,strong,pp3,RAD51C,35.0,
cadd,all_1_50,strong,pp3,VHL,35.0,
cadd,all_1_50,strong,pp3,BAP1,26.1,32.381521739130434
cadd,all_1_50,very_strong,pp3,BRCA1,,
cadd,all_1_50,very_strong,pp3,BRCA2,,
cadd,all_1_50,very_strong,pp3,BARD1,,
cadd,all_1_50,very_strong,pp3,PALB2,,
cadd,all_1_50,very_strong,pp3,RAD51C,,
cadd,all_1_50,very_strong,pp3,VHL,,
cadd,all_1_50,very_strong,pp3,BAP1,,
phylop,pm12,supporting,pp3,BRCA1,,
phylop,pm12,supporting,pp3,BRCA2,,
phylop,pm12,supporting,pp3,BARD1,,
phylop,pm12,supporting,pp3,PALB2,,
phylop,pm12,supporting,pp3,RAD51C,,
phylop,pm12,supporting,pp3,VHL,,
phylop,pm12,supporting,pp3,BAP1,,
phylop,pm12,moderate,pp3,BRCA1,,
phylop,pm12,moderate,pp3,BRCA2,,
phylop,pm12,moderate,pp3,BARD1,,
phylop,pm12,moderate,pp3,PALB2,,
phylop,pm12,moderate,pp3,RAD51C,,
phylop,pm12,moderate,pp3,VHL,,
phylop,pm12,moderate,pp3,BAP1,,
phylop,pm12,strong,pp3,BRCA1,,
phylop,pm12,strong,pp3,BRCA2,,
phylop,pm12,strong,pp3,BARD1,,
phylop,pm12,strong,pp3,PALB2,,
phylop,pm12,strong,pp3,RAD51C,,
phylop,pm12,strong,pp3,VHL,,
phylop,pm12,strong,pp3,BAP1,,
phylop,pm12,very_strong,pp3,BRCA1,,
phylop,pm12,very_strong,pp3,BRCA2,,
phylop,pm12,very_strong,pp3,BARD1,,
phylop,pm12,very_strong,pp3,PALB2,,
phylop,pm12,very_strong,pp3,RAD51C,,
phylop,pm12,very_strong,pp3,VHL,,
phylop,pm12,very_strong,pp3,BAP1,,
phylop,s3_10,supporting,pp3,BRCA1,4.58587,11.134615384615385
phylop,s3_10,supporting,pp3,BRCA2,4.69966,
phylop,s3_10,supporting,pp3,BARD1,3.12172,2.6566433566433565
phylop,s3_10,supporting,pp3,PALB2,4.69967,16.758620689655174
phylop,s3_10,supporting,pp3,RAD51C,4.48364,14.549999999999999
phylop,s3_10,supporting,pp3,VHL,4.60711,
phylop,s3_10,supporting,pp3,BAP1,4.37428,4.8069349315068495
phylop,s3_10,moderate,pp3,BRCA1,5.85882,
phylop,s3_10,moderate,pp3,BRCA2,5.2416,
phylop,s3_10,moderate,pp3,BARD1,4.88528,4.962121212121212
phylop,s3_10,moderate,pp3,PALB2,5.58181,
phylop,s3_10,moderate,pp3,RAD51C,5.63076,
phylop,s3_10,moderate,pp3,VHL,5.34067,
phylop,s3_10,moderate,pp3,BAP1,4.88528,5.059931506849315
phylop,s3_10,strong,pp3,BRCA1,,
phylop,s3_10,strong,pp3,BRCA2,,
phylop,s3_10,strong,pp3,BARD1,,
phylop,s3_10,strong,pp3,PALB2,,
phylop,s3_10,strong,pp3,RAD51C,,
phylop,s3_10,strong,pp3,VHL,,
phylop,s3_10,strong,pp3,BAP1,,
phylop,s3_10,very_strong,pp3,BRCA1,,
phylop,s3_10,very_strong,pp3,BRCA2,,
phylop,s3_10,very_strong,pp3,BARD1,,
phylop,s3_10,very_strong,pp3,PALB2,,
phylop,s3_10,very_strong,pp3,RAD51C,,
phylop,s3_10,very_strong,pp3,VHL,,
phylop,s3_10,very_strong,pp3,BAP1,,
phylop,s11_50,supporting,pp3,BRCA1,,
phylop,s11_50,supporting,pp3,BARD1,3.30777,1.1609195402298849
phylop,s11_50,supporting,pp3,PALB2,,
phylop,s11_50,supporting,pp3,RAD51C,,
phylop,s11_50,supporting,pp3,VHL,,
phylop,s11_50,supporting,pp3,BAP1,3.4169,3.842335766423358
phylop,s11_50,moderate,pp3,BRCA1,,
phylop,s11_50,moderate,pp3,BARD1,,
phylop,s11_50,moderate,pp3,PALB2,,
phylop,s11_50,moderate,pp3,RAD51C,,
phylop,s11_50,moderate,pp3,VHL,,
phylop,s11_50,moderate,pp3,BAP1,,
phylop,s11_50,strong,pp3,BRCA1,,
phylop,s11_50,strong,pp3,BARD1,,
phylop,s11_50,strong,pp3,PALB2,,
phylop,s11_50,strong,pp3,RAD51C,,
phylop,s11_50,strong,pp3,VHL,,
phylop,s11_50,strong,pp3,BAP1,,
phylop,s11_50,very_strong,pp3,BRCA1,,
phylop,s11_50,very_strong,pp3,BARD1,,
phylop,s11_50,very_strong,pp3,PALB2,,
phylop,s11_50,very_strong,pp3,RAD51C,,
phylop,s11_50,very_strong,pp3,VHL,,
phylop,s11_50,very_strong,pp3,BAP1,,
phylop,s3_50,supporting,pp3,BRCA1,4.48364,14.287850467289719
phylop,s3_50,supporting,pp3,BRCA2,4.50791,
phylop,s3_50,supporting,pp3,BARD1,3.15828,4.615581098339719
phylop,s3_50,supporting,pp3,PALB2,4.15258,20.209150326797385
phylop,s3_50,supporting,pp3,RAD51C,4.08075,20.248138957816376
phylop,s3_50,supporting,pp3,VHL,3.96343,
phylop,s3_50,supporting,pp3,BAP1,4.08529,5.053886925795053
phylop,s3_50,moderate,pp3,BRCA1,5.2416,22.679127725856695
phylop,s3_50,moderate,pp3,BRCA2,5.58181,
phylop,s3_50,moderate,pp3,BARD1,5.25,19.039272030651343
phylop,s3_50,moderate,pp3,PALB2,5.19946,
phylop,s3_50,moderate,pp3,RAD51C,5.48841,
phylop,s3_50,moderate,pp3,VHL,5.58181,
phylop,s3_50,moderate,pp3,BAP1,4.69966,7.159673144876325
phylop,s3_50,strong,pp3,BRCA1,,
phylop,s3_50,strong,pp3,BRCA2,,
phylop,s3_50,strong,pp3,BARD1,,
phylop,s3_50,strong,pp3,PALB2,,
phylop,s3_50,strong,pp3,RAD51C,,
phylop,s3_50,strong,pp3,VHL,,
phylop,s3_50,strong,pp3,BAP1,,
phylop,s3_50,very_strong,pp3,BRCA1,,
phylop,s3_50,very_strong,pp3,BRCA2,,
phylop,s3_50,very_strong,pp3,BARD1,,
phylop,s3_50,very_strong,pp3,PALB2,,
phylop,s3_50,very_strong,pp3,RAD51C,,
phylop,s3_50,very_strong,pp3,VHL,,
phylop,s3_50,very_strong,pp3,BAP1,,
phylop,all_1_50,supporting,pp3,BRCA1,4.69966,15.898936170212764
phylop,all_1_50,supporting,pp3,BRCA2,4.72246,20.107287449392715
phylop,all_1_50,supporting,pp3,BARD1,4.7712,35.67216828478964
phylop,all_1_50,supporting,pp3,PALB2,4.69967,30.77949021932424
phylop,all_1_50,supporting,pp3,RAD51C,4.72246,224.86363636363637
phylop,all_1_50,supporting,pp3,VHL,4.72246,54.95744680851063
phylop,all_1_50,supporting,pp3,BAP1,4.71994,26.711024844720495
phylop,all_1_50,moderate,pp3,BRCA1,4.86602,24.395744680851063
phylop,all_1_50,moderate,pp3,BRCA2,4.7712,20.107287449392715
phylop,all_1_50,moderate,pp3,BARD1,4.84828,31.286245954692554
phylop,all_1_50,moderate,pp3,PALB2,4.86602,19.83056708160443
phylop,all_1_50,moderate,pp3,RAD51C,4.7712,224.86363636363637
phylop,all_1_50,moderate,pp3,VHL,4.7712,54.95744680851063
phylop,all_1_50,moderate,pp3,BAP1,4.71994,26.711024844720495
phylop,all_1_50,strong,pp3,BRCA1,6.41716,
phylop,all_1_50,strong,pp3,BRCA2,6.43175,108.29210526315788
phylop,all_1_50,strong,pp3,BARD1,6.5,111.11003236245953
phylop,all_1_50,strong,pp3,PALB2,6.41716,
phylop,all_1_50,strong,pp3,RAD51C,6.5,222.76363636363635
phylop,all_1_50,strong,pp3,VHL,6.43175,39.25531914893617
phylop,all_1_50,strong,pp3,BAP1,6.40377,106.12782608695653
phylop,all_1_50,very_strong,pp3,BRCA1,,
phylop,all_1_50,very_strong,pp3,BRCA2,,
phylop,all_1_50,very_strong,pp3,BARD1,,
phylop,all_1_50,very_strong,pp3,PALB2,,
phylop,all_1_50,very_strong,pp3,RAD51C,,
phylop,all_1_50,very_strong,pp3,VHL,,
phylop,all_1_50,very_strong,pp3,BAP1,,
phastcons,pm12,supporting,pp3,BRCA1,,
phastcons,pm12,supporting,pp3,BRCA2,,
phastcons,pm12,supporting,pp3,BARD1,,
phastcons,pm12,supporting,pp3,PALB2,,
phastcons,pm12,supporting,pp3,RAD51C,,
phastcons,pm12,supporting,pp3,VHL,,
phastcons,pm12,supporting,pp3,BAP1,,
phastcons,pm12,moderate,pp3,BRCA1,,
phastcons,pm12,moderate,pp3,BRCA2,,
phastcons,pm12,moderate,pp3,BARD1,,
phastcons,pm12,moderate,pp3,PALB2,,
phastcons,pm12,moderate,pp3,RAD51C,,
phastcons,pm12,moderate,pp3,VHL,,
phastcons,pm12,moderate,pp3,BAP1,,
phastcons,pm12,strong,pp3,BRCA1,,
phastcons,pm12,strong,pp3,BRCA2,,
phastcons,pm12,strong,pp3,BARD1,,
phastcons,pm12,strong,pp3,PALB2,,
phastcons,pm12,strong,pp3,RAD51C,,
phastcons,pm12,strong,pp3,VHL,,
phastcons,pm12,strong,pp3,BAP1,,
phastcons,pm12,very_strong,pp3,BRCA1,,
phastcons,pm12,very_strong,pp3,BRCA2,,
phastcons,pm12,very_strong,pp3,BARD1,,
phastcons,pm12,very_strong,pp3,PALB2,,
phastcons,pm12,very_strong,pp3,RAD51C,,
phastcons,pm12,very_strong,pp3,VHL,,
phastcons,pm12,very_strong,pp3,BAP1,,
phastcons,s3_10,supporting,pp3,BRCA1,1.0,5.216216216216217
phastcons,s3_10,supporting,pp3,BRCA2,1.0,7.777777777777779
phastcons,s3_10,supporting,pp3,BARD1,1.0,3.2627646326276465
phastcons,s3_10,supporting,pp3,PALB2,1.0,2.5080928923293455
phastcons,s3_10,supporting,pp3,RAD51C,1.0,3.5517676767676765
phastcons,s3_10,supporting,pp3,VHL,1.0,
phastcons,s3_10,supporting,pp3,BAP1,1.0,4.351541095890411
phastcons,s3_10,moderate,pp3,BRCA1,,
phastcons,s3_10,moderate,pp3,BRCA2,,
phastcons,s3_10,moderate,pp3,BARD1,,
phastcons,s3_10,moderate,pp3,PALB2,,
phastcons,s3_10,moderate,pp3,RAD51C,,
phastcons,s3_10,moderate,pp3,VHL,,
phastcons,s3_10,moderate,pp3,BAP1,,
phastcons,s3_10,strong,pp3,BRCA1,,
phastcons,s3_10,strong,pp3,BRCA2,,
phastcons,s3_10,strong,pp3,BARD1,,
phastcons,s3_10,strong,pp3,PALB2,,
phastcons,s3_10,strong,pp3,RAD51C,,
phastcons,s3_10,strong,pp3,VHL,,
phastcons,s3_10,strong,pp3,BAP1,,
phastcons,s3_10,very_strong,pp3,BRCA1,,
phastcons,s3_10,very_strong,pp3,BRCA2,,
phastcons,s3_10,very_strong,pp3,BARD1,,
phastcons,s3_10,very_strong,pp3,PALB2,,
phastcons,s3_10,very_strong,pp3,RAD51C,,
phastcons,s3_10,very_strong,pp3,VHL,,
phastcons,s3_10,very_strong,pp3,BAP1,,
phastcons,s11_50,supporting,pp3,BRCA1,,
phastcons,s11_50,supporting,pp3,BARD1,0.968504,0.9758454106280193
phastcons,s11_50,supporting,pp3,PALB2,,
phastcons,s11_50,supporting,pp3,RAD51C,,
phastcons,s11_50,supporting,pp3,VHL,,
phastcons,s11_50,supporting,pp3,BAP1,,
phastcons,s11_50,moderate,pp3,BRCA1,,
phastcons,s11_50,moderate,pp3,BARD1,,
phastcons,s11_50,moderate,pp3,PALB2,,
phastcons,s11_50,moderate,pp3,RAD51C,,
phastcons,s11_50,moderate,pp3,VHL,,
phastcons,s11_50,moderate,pp3,BAP1,,
phastcons,s11_50,strong,pp3,BRCA1,,
phastcons,s11_50,strong,pp3,BARD1,,
phastcons,s11_50,strong,pp3,PALB2,,
phastcons,s11_50,strong,pp3,RAD51C,,
phastcons,s11_50,strong,pp3,VHL,,
phastcons,s11_50,strong,pp3,BAP1,,
phastcons,s11_50,very_strong,pp3,BRCA1,,
phastcons,s11_50,very_strong,pp3,BARD1,,
phastcons,s11_50,very_strong,pp3,PALB2,,
phastcons,s11_50,very_strong,pp3,RAD51C,,
phastcons,s11_50,very_strong,pp3,VHL,,
phastcons,s11_50,very_strong,pp3,BAP1,,
phastcons,s3_50,supporting,pp3,BRCA1,1.0,9.56201060873958
phastcons,s3_50,supporting,pp3,BRCA2,1.0,7.777777777777779
phastcons,s3_50,supporting,pp3,BARD1,1.0,5.192528735632184
phastcons,s3_50,supporting,pp3,PALB2,1.0,4.1681372549019615
phastcons,s3_50,supporting,pp3,RAD51C,0.992126,4.474838709677419
phastcons,s3_50,supporting,pp3,VHL,1.0,
phastcons,s3_50,supporting,pp3,BAP1,1.0,4.610563511251628
phastcons,s3_50,moderate,pp3,BRCA1,,
phastcons,s3_50,moderate,pp3,BRCA2,,
phastcons,s3_50,moderate,pp3,BARD1,1.0,5.192528735632184
phastcons,s3_50,moderate,pp3,PALB2,,
phastcons,s3_50,moderate,pp3,RAD51C,,
phastcons,s3_50,moderate,pp3,VHL,,
phastcons,s3_50,moderate,pp3,BAP1,1.0,4.610563511251628
phastcons,s3_50,strong,pp3,BRCA1,,
phastcons,s3_50,strong,pp3,BRCA2,,
phastcons,s3_50,strong,pp3,BARD1,,
phastcons,s3_50,strong,pp3,PALB2,,
phastcons,s3_50,strong,pp3,RAD51C,,
phastcons,s3_50,strong,pp3,VHL,,
phastcons,s3_50,strong,pp3,BAP1,,
phastcons,s3_50,very_strong,pp3,BRCA1,,
phastcons,s3_50,very_strong,pp3,BRCA2,,
phastcons,s3_50,very_strong,pp3,BARD1,,
phastcons,s3_50,very_strong,pp3,PALB2,,
phastcons,s3_50,very_strong,pp3,RAD51C,,
phastcons,s3_50,very_strong,pp3,VHL,,
phastcons,s3_50,very_strong,pp3,BAP1,,
phastcons,all_1_50,supporting,pp3,BRCA1,1.0,13.472995090016369
phastcons,all_1_50,supporting,pp3,BRCA2,1.0,13.14442105263158
phastcons,all_1_50,supporting,pp3,BARD1,1.0,7.755594364196069
phastcons,all_1_50,supporting,pp3,PALB2,1.0,8.143153526970954
phastcons,all_1_50,supporting,pp3,RAD51C,0.992126,6.082909090909092
phastcons,all_1_50,supporting,pp3,VHL,1.0,23.361702127659576
phastcons,all_1_50,supporting,pp3,BAP1,1.0,10.239034878165311
phastcons,all_1_50,moderate,pp3,BRCA1,1.0,13.472995090016369
phastcons,all_1_50,moderate,pp3,BRCA2,1.0,13.14442105263158
phastcons,all_1_50,moderate,pp3,BARD1,1.0,7.755594364196069
phastcons,all_1_50,moderate,pp3,PALB2,1.0,8.143153526970954
phastcons,all_1_50,moderate,pp3,RAD51C,1.0,11.333333333333332
phastcons,all_1_50,moderate,pp3,VHL,1.0,23.361702127659576
phastcons,all_1_50,moderate,pp3,BAP1,1.0,10.239034878165311
phastcons,all_1_50,strong,pp3,BRCA1,,
phastcons,all_1_50,strong,pp3,BRCA2,,
phastcons,all_1_50,strong,pp3,BARD1,,
phastcons,all_1_50,strong,pp3,PALB2,,
phastcons,all_1_50,strong,pp3,RAD51C,,
phastcons,all_1_50,strong,pp3,VHL,,
phastcons,all_1_50,strong,pp3,BAP1,,
phastcons,all_1_50,very_strong,pp3,BRCA1,,
phastcons,all_1_50,very_strong,pp3,BRCA2,,
phastcons,all_1_50,very_strong,pp3,BARD1,,
phastcons,all_1_50,very_strong,pp3,PALB2,,
phastcons,all_1_50,very_strong,pp3,RAD51C,,
phastcons,all_1_50,very_strong,pp3,VHL,,
phastcons,all_1_50,very_strong,pp3,BAP1,,
gpn_msa,pm12,supporting,pp3,BRCA1,,
gpn_msa,pm12,supporting,pp3,BRCA2,,
gpn_msa,pm12,supporting,pp3,BARD1,,
gpn_msa,pm12,supporting,pp3,PALB2,,
gpn_msa,pm12,supporting,pp3,RAD51C,,
gpn_msa,pm12,supporting,pp3,VHL,,
gpn_msa,pm12,supporting,pp3,BAP1,,
gpn_msa,pm12,moderate,pp3,BRCA1,,
gpn_msa,pm12,moderate,pp3,BRCA2,,
gpn_msa,pm12,moderate,pp3,BARD1,,
gpn_msa,pm12,moderate,pp3,PALB2,,
gpn_msa,pm12,moderate,pp3,RAD51C,,
gpn_msa,pm12,moderate,pp3,VHL,,
gpn_msa,pm12,moderate,pp3,BAP1,,
gpn_msa,pm12,strong,pp3,BRCA1,,
gpn_msa,pm12,strong,pp3,BRCA2,,
gpn_msa,pm12,strong,pp3,BARD1,,
gpn_msa,pm12,strong,pp3,PALB2,,
gpn_msa,pm12,strong,pp3,RAD51C,,
gpn_msa,pm12,strong,pp3,VHL,,
gpn_msa,pm12,strong,pp3,BAP1,,
gpn_msa,pm12,very_strong,pp3,BRCA1,,
gpn_msa,pm12,very_strong,pp3,BRCA2,,
gpn_msa,pm12,very_strong,pp3,BARD1,,
gpn_msa,pm12,very_strong,pp3,PALB2,,
gpn_msa,pm12,very_strong,pp3,RAD51C,,
gpn_msa,pm12,very_strong,pp3,VHL,,
gpn_msa,pm12,very_strong,pp3,BAP1,,
gpn_msa,s3_10,supporting,pp3,BRCA1,7.07,6.748251748251748
gpn_msa,s3_10,supporting,pp3,BRCA2,7.58,6.969696969696969
gpn_msa,s3_10,supporting,pp3,BARD1,7.47,5.749216300940439
gpn_msa,s3_10,supporting,pp3,PALB2,7.46,4.600405679513185
gpn_msa,s3_10,supporting,pp3,RAD51C,7.45,11.390151515151516
gpn_msa,s3_10,supporting,pp3,VHL,7.54,
gpn_msa,s3_10,supporting,pp3,BAP1,7.48,4.938493150684931
gpn_msa,s3_10,moderate,pp3,BRCA1,9.13,6.80448717948718
gpn_msa,s3_10,moderate,pp3,BRCA2,9.84,
gpn_msa,s3_10,moderate,pp3,BARD1,8.79,7.6558441558441555
gpn_msa,s3_10,moderate,pp3,PALB2,9.04,11.172413793103448
gpn_msa,s3_10,moderate,pp3,RAD51C,9.13,56.409090909090914
gpn_msa,s3_10,moderate,pp3,VHL,9.01,
gpn_msa,s3_10,moderate,pp3,BAP1,9.18,6.817591925018025
gpn_msa,s3_10,strong,pp3,BRCA1,,
gpn_msa,s3_10,strong,pp3,BRCA2,,
gpn_msa,s3_10,strong,pp3,BARD1,,
gpn_msa,s3_10,strong,pp3,PALB2,,
gpn_msa,s3_10,strong,pp3,RAD51C,,
gpn_msa,s3_10,strong,pp3,VHL,,
gpn_msa,s3_10,strong,pp3,BAP1,,
gpn_msa,s3_10,very_strong,pp3,BRCA1,,
gpn_msa,s3_10,very_strong,pp3,BRCA2,,
gpn_msa,s3_10,very_strong,pp3,BARD1,,
gpn_msa,s3_10,very_strong,pp3,PALB2,,
gpn_msa,s3_10,very_strong,pp3,RAD51C,,
gpn_msa,s3_10,very_strong,pp3,VHL,,
gpn_msa,s3_10,very_strong,pp3,BAP1,,
gpn_msa,s11_50,supporting,pp3,BRCA1,6.62,
gpn_msa,s11_50,supporting,pp3,BARD1,6.26,2.927536231884058
gpn_msa,s11_50,supporting,pp3,PALB2,6.73,6.651851851851851
gpn_msa,s11_50,supporting,pp3,RAD51C,6.69,5.451923076923077
gpn_msa,s11_50,supporting,pp3,VHL,6.55,2.5680473372781063
gpn_msa,s11_50,supporting,pp3,BAP1,6.49,3.107771575783598
gpn_msa,s11_50,moderate,pp3,BRCA1,,
gpn_msa,s11_50,moderate,pp3,BARD1,,
gpn_msa,s11_50,moderate,pp3,PALB2,,
gpn_msa,s11_50,moderate,pp3,RAD51C,,
gpn_msa,s11_50,moderate,pp3,VHL,,
gpn_msa,s11_50,moderate,pp3,BAP1,7.07,3.3411615360203113
gpn_msa,s11_50,strong,pp3,BRCA1,,
gpn_msa,s11_50,strong,pp3,BARD1,,
gpn_msa,s11_50,strong,pp3,PALB2,,
gpn_msa,s11_50,strong,pp3,RAD51C,,
gpn_msa,s11_50,strong,pp3,VHL,,
gpn_msa,s11_50,strong,pp3,BAP1,,
gpn_msa,s11_50,very_strong,pp3,BRCA1,,
gpn_msa,s11_50,very_strong,pp3,BARD1,,
gpn_msa,s11_50,very_strong,pp3,PALB2,,
gpn_msa,s11_50,very_strong,pp3,RAD51C,,
gpn_msa,s11_50,very_strong,pp3,VHL,,
gpn_msa,s11_50,very_strong,pp3,BAP1,,
gpn_msa,s3_50,supporting,pp3,BRCA1,7.18,10.353514831369361
gpn_msa,s3_50,supporting,pp3,BRCA2,6.53,4.920634920634921
gpn_msa,s3_50,supporting,pp3,BARD1,6.9,13.025326319890901
gpn_msa,s3_50,supporting,pp3,PALB2,6.54,5.093699774991965
gpn_msa,s3_50,supporting,pp3,RAD51C,6.89,8.990997749437359
gpn_msa,s3_50,supporting,pp3,VHL,6.83,3.241545893719807
gpn_msa,s3_50,supporting,pp3,BAP1,6.88,5.092466215304938
gpn_msa,s3_50,moderate,pp3,BRCA1,8.38,17.495327102803735
gpn_msa,s3_50,moderate,pp3,BRCA2,7.84,5.964912280701755
gpn_msa,s3_50,moderate,pp3,BARD1,8.39,26.8789722785666
gpn_msa,s3_50,moderate,pp3,PALB2,8.31,6.495798319327732
gpn_msa,s3_50,moderate,pp3,RAD51C,8.43,156.44354838709677
gpn_msa,s3_50,moderate,pp3,VHL,8.23,
gpn_msa,s3_50,moderate,pp3,BAP1,7.61,6.38385716942533
gpn_msa,s3_50,strong,pp3,BRCA1,,
gpn_msa,s3_50,strong,pp3,BRCA2,,
gpn_msa,s3_50,strong,pp3,BARD1,,
gpn_msa,s3_50,strong,pp3,PALB2,,
gpn_msa,s3_50,strong,pp3,RAD51C,,
gpn_msa,s3_50,strong,pp3,VHL,,
gpn_msa,s3_50,strong,pp3,BAP1,,
gpn_msa,s3_50,very_strong,pp3,BRCA1,,
gpn_msa,s3_50,very_strong,pp3,BRCA2,,
