condition,calibration,object,n,n_pos,n_neg,threshold_at_spec95,sensitivity_at_that_point,specificity_achieved,lr_plus,lr_plus_lo,lr_plus_hi,n_boot_evaluable,lr_minus_at_spec95,lr_minus_at_sens95,threshold_at_sens95,acmg_tier,benign_tier_at_sens95,cal_method
y_assay/BRCA1_included,raw,single:cadd,1547,771,776,0.6730156075928132,0.6342412451361867,0.9510309278350515,12.951873848044235,12.028554802776506,17.142368352540103,2000,0.3845918614828172,0.08207389099491778,0.33439004142238354,Moderate,Moderate,platt
y_assay/BRCA1_included,calibrated_platt,single:cadd,1547,771,776,0.8146578562433567,0.6199740596627756,0.9510309278350515,12.660522902587207,11.384211072629604,16.731053222281293,2000,0.39959367168250154,0.08137538979496102,0.183447168592427,Moderate,Moderate,platt
y_assay/BRCA1_included,raw,single:alphamissense,1,0,1,,,,,,,0,,,,not evaluable,not evaluable,platt
y_assay/BRCA1_included,calibrated_platt,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_assay/BRCA1_included,raw,single:gnomad_af,492,198,294,0.9623655913978495,0.050505050505050504,0.9625850340136054,1.349862258953168,0.6769556133345715,2.334457775594897,1997,0.9864011136095943,0.32594235033259383,0.09569892473118274,below supporting,Supporting,platt
y_assay/BRCA1_included,calibrated_platt,single:gnomad_af,492,198,294,0.5537046197208765,0.08585858585858586,0.9591836734693877,2.103535353535354,0.7050754458161866,3.872611464968153,1999,0.9530410487857297,1.2148760330578487,0.2535504584337466,Supporting,below supporting,platt
y_assay/BRCA1_included,raw,single:phylop,1675,821,854,0.6610340340523798,0.6686967113276492,0.9508196721311475,13.596833130328868,13.068496925794728,15.954608585858585,2000,0.34843966567264484,0.10587225285368491,0.2602496197056613,Moderate,Moderate,platt
y_assay/BRCA1_included,calibrated_platt,single:phylop,1675,821,854,0.7433757481509874,0.6747868453105969,0.9508196721311475,13.720665854648804,12.845510455104552,15.763005295606508,2000,0.3420345247595447,0.10427381480632188,0.1447433434301622,Moderate,Moderate,platt
y_assay/BRCA1_included,raw,single:phastcons,1675,821,854,0.9885490297422471,0.1315468940316687,0.9800936768149883,6.608296911943827,4.167784420998492,53.54180238870793,1773,0.8860919384670908,0.10661997563946413,0.2820733980690576,Moderate,Moderate,platt
y_assay/BRCA1_included,calibrated_platt,single:phastcons,1675,821,854,0.8717192885053638,0.10353227771010962,0.9800936768149883,5.200974421437271,4.147013769148727,18.491216025970072,1485,0.914675549385384,0.10991750065924137,0.14910278681272374,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,fusion_M1,1168,594,574,0.5585679494659026,0.8754208754208754,0.9512195121951219,17.946127946127945,16.607653791130186,20.21818862275449,2000,0.13096779763446428,0.05684293919588044,0.45133640599295755,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,fusion_M1,1168,594,574,0.6522268441285703,0.8720538720538721,0.9512195121951219,17.877104377104377,16.16009104704097,19.85775681341719,2000,0.13450746784080114,0.05695847362514035,0.3309971205585207,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,mean_M0b,1168,594,574,0.6150441764179527,0.8131313131313131,0.9512195121951219,16.66919191919192,15.59688013136289,18.961625282167045,2000,0.19645169645169644,0.061320719964046075,0.4247489288097017,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,mean_M0b,1168,594,574,0.7638885220311729,0.803030303030303,0.9512195121951219,16.46212121212121,15.323826830398948,19.000330340800133,2000,0.20707070707070713,0.061999046512320924,0.23319127754113272,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:spliceai,1168,594,574,0.5827774138657295,0.7895622895622896,0.9529616724738676,16.785509415139046,14.981818181818182,19.695121951219512,2000,0.22082494660191185,0.05437150705692913,0.34738920424496705,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:spliceai,1168,594,574,0.7819079976827309,0.7306397306397306,0.9512195121951219,14.978114478114477,14.030823529411766,19.307237750263436,2000,0.28317361650694983,0.05425916923243128,0.1495892606402938,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:pangolin,1168,594,574,0.5549644903890977,0.8080808080808081,0.9512195121951219,16.565656565656564,15.615275813295614,19.725140712945592,2000,0.2017612017612018,0.05887304416716188,0.4081317802719252,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:pangolin,1168,594,574,0.7371266164559138,0.8097643097643098,0.9512195121951219,16.60016835016835,14.948673587081892,20.067969294780777,2000,0.1999913666580333,0.059246446138623794,0.3148795674831708,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:alphagenome,1168,594,574,0.6099131683664057,0.7525252525252525,0.9512195121951219,15.426767676767675,14.843639324618735,19.293044077134986,2000,0.2601657601657602,0.06159026159026166,0.4273672161172161,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:alphagenome,1168,594,574,0.8027648553490965,0.7222222222222222,0.9512195121951219,14.805555555555555,14.066336187471833,18.631614776024964,2000,0.292022792022792,0.0625526094276095,0.2840039331931142,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:gpn_msa,1168,594,574,0.6603651145018051,0.6515151515151515,0.9512195121951219,13.356060606060606,12.434256091241961,16.13984674329502,2000,0.3663558663558664,0.0819402603028335,0.32718406593406596,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:gpn_msa,1168,594,574,0.8076852383426891,0.6161616161616161,0.9512195121951219,12.63131313131313,12.142164417546894,15.966696967829401,2000,0.4035224035224036,0.08315599116786071,0.18829813076071228,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:nt,1168,594,574,0.7484701145415431,0.4663299663299663,0.9512195121951219,9.55976430976431,7.56967480736581,11.513180787757156,2000,0.5610377277043944,0.18558654982496067,0.1561173614745043,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:nt,1168,594,574,0.7749478231180817,0.4612794612794613,0.9512195121951219,9.456228956228957,7.340418198529412,11.756735496558504,2000,0.5663472330138997,0.22418855218855246,0.147546912936056,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:cadd,1075,554,521,0.5921895364392236,0.7743682310469314,0.9500959692898272,15.517148014440433,13.763354838709676,18.436208125445475,2000,0.23748313459504794,0.07490176032714613,0.3543000993621039,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:cadd,1075,554,521,0.7487091166624076,0.7328519855595668,0.9520153550863724,15.272635379061372,13.090424242424241,18.359230220955098,2000,0.28061313613601957,0.07446245381496347,0.2159755138247004,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:alphamissense,1,0,1,,,,,,,0,,,,not evaluable,not evaluable,platt
y_assay/BRCA1_excluded,calibrated_platt,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_assay/BRCA1_excluded,raw,single:gnomad_af,407,162,245,0.9600220567962504,0.07407407407407407,0.9510204081632653,1.5123456790123457,0.8057454241664769,2.712041884816754,1975,0.9736130980766174,0.39028275587415384,0.09008363201911586,below supporting,Supporting,platt
y_assay/BRCA1_excluded,calibrated_platt,single:gnomad_af,407,162,245,0.5375284689666874,0.1111111111111111,0.9591836734693877,2.7222222222222223,0.8596443965517241,4.9406779661016955,1991,0.9267139479905437,1.3443072702331962,0.24335625588591564,Supporting,below supporting,platt
y_assay/BRCA1_excluded,raw,single:phylop,1168,594,574,0.6610340340523798,0.6599326599326599,0.9512195121951219,13.528619528619528,12.888315252498602,16.643423915713484,2000,0.3575066908400242,0.10456555605809348,0.2602496197056613,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:phylop,1168,594,574,0.7753663328837912,0.6346801346801347,0.9512195121951219,13.010942760942761,12.583201267828843,16.70480595092337,2000,0.3840542173875507,0.1061498826650343,0.14076964928190064,Moderate,Moderate,platt
y_assay/BRCA1_excluded,raw,single:phastcons,1168,594,574,0.9885490297422471,0.18181818181818182,0.9703832752613241,6.139037433155081,4.595754021629847,43.59205776173285,1533,0.8431532560796474,0.1105546995377503,0.22907028185081107,Moderate,Moderate,platt
y_assay/BRCA1_excluded,calibrated_platt,single:phastcons,1168,594,574,0.8618921758186106,0.18181818181818182,0.9703832752613241,6.139037433155081,2.512294157455448,45.73461538461539,1467,0.8431532560796474,0.11246081504702184,0.12674940189952774,Moderate,Moderate,platt
y_clinvar/BRCA1_included,raw,fusion_M1,946,555,391,0.43634340455277004,0.9981981981981982,0.9514066496163683,20.54186818397345,19.99185376515001,23.351858223062376,2000,0.0018938293131841324,0.048648648648648596,0.6198633812461671,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,fusion_M1,946,555,391,0.06437300337954396,0.9981981981981982,0.9514066496163683,20.54186818397345,19.97307846854798,23.214285714285715,2000,0.0018938293131841324,0.048648648648648596,0.9765703890082827,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,mean_M0b,946,555,391,0.4633931138608915,0.9963963963963964,0.9514066496163683,20.504788999525843,19.939894983914808,23.495762598438795,2000,0.0037876586263682647,0.04889877023553111,0.5861533032640008,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,mean_M0b,946,555,391,0.16462335293035626,0.9945945945945946,0.9514066496163683,20.467709815078237,19.922630560928432,23.196434158659763,2000,0.0056814879395523975,0.04889877023553111,0.8703648963208037,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,single:spliceai,946,555,391,0.5054226336520601,0.9765765765765766,0.9514066496163683,20.09691797060218,19.233110631421567,24.48722415795587,2000,0.024619781071393954,0.04940680940680935,0.5565551613094305,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,single:spliceai,946,555,391,0.6334035912980491,0.9585585585585585,0.9565217391304348,22.046846846846847,18.787051786925662,24.759795031843392,2000,0.043325143325143346,0.05058941920644043,0.733858149181875,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,single:pangolin,946,555,391,0.44782848838348027,0.9963963963963964,0.9539641943734015,21.643943943943945,19.961768705311542,26.104436229205174,2000,0.0037775040456005217,0.04889877023553111,0.5368361539346219,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,single:pangolin,946,555,391,0.3133240500396153,0.9873873873873874,0.9514066496163683,20.319393077287817,19.67948217847927,26.356628787878787,2000,0.013256805192289044,0.049535472972972915,0.824847733504751,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,single:alphagenome,946,555,391,0.5054055656573642,0.9603603603603603,0.9514066496163683,19.76320531057373,19.197859049472893,22.87888888888889,2000,0.04166424489005138,0.05058941920644043,0.5162166969720927,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,single:alphagenome,946,555,391,0.6107976915741183,0.9531531531531532,0.9514066496163683,19.61488857278331,18.68339902619986,23.204814745157044,2000,0.04923956214278791,0.051133391455972045,0.6219361080919225,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,single:gpn_msa,946,555,391,0.542047672522125,0.9027027027027027,0.9514066496163683,18.576671408250355,17.88477025924922,21.267378410438905,2000,0.1022667829119442,0.05729404102898073,0.4531517643028434,Moderate,Moderate,platt
y_clinvar/BRCA1_included,calibrated_platt,single:gpn_msa,946,555,391,0.6921968884660872,0.8954954954954955,0.9514066496163683,18.428354670459935,17.631415838041608,21.1791030975497,2000,0.10984210016468085,0.05852806652806647,0.3470473853285472,Moderate,Moderate,platt
y_clinvar/BRCA1_included,raw,single:nt,946,555,391,0.7007638525495667,0.581981981981982,0.9514066496163683,11.976576576576578,9.66285118588381,15.76641586867305,2000,0.4393684006587232,0.18115830115830098,0.15214183964183964,Moderate,Moderate,platt
y_clinvar/BRCA1_included,calibrated_platt,single:nt,946,555,391,0.8057104485385117,0.5783783783783784,0.9514066496163683,11.902418207681366,9.424292845257902,15.283905024865833,2000,0.44315605928509155,0.2756756756756753,0.15128939952970807,Moderate,Supporting,platt
y_clinvar/BRCA1_included,raw,single:cadd,879,517,362,0.46988645296601456,0.9709864603481625,0.9502762430939227,19.527616591446378,19.229003943292454,22.76661045751633,2000,0.030531689982456908,0.049588769376606126,0.5065316603794686,Strong,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,single:cadd,879,517,362,0.5280969889689539,0.9613152804642167,0.9502762430939227,19.333118418224803,18.900040551500407,23.07906269864164,2000,0.04070891997660921,0.05088614997076152,0.5731805949480893,Strong,Strong,platt
y_clinvar/BRCA1_included,raw,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_clinvar/BRCA1_included,calibrated_platt,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_clinvar/BRCA1_included,raw,single:gnomad_af,288,127,161,0.924731182795699,0.16535433070866143,0.9503105590062112,3.3277559055118116,0.6291666666666665,7.437373737373737,1982,0.8782872729144151,0.316929133858268,0.11031221660836892,Supporting,Supporting,platt
y_clinvar/BRCA1_included,calibrated_platt,single:gnomad_af,288,127,161,0.6204818468670444,0.14173228346456693,0.9503105590062112,2.8523622047244097,0.6093532507214394,7.833836930455605,1965,0.9031444598836911,0.4003315375051805,0.25451233310593235,Supporting,Supporting,platt
y_clinvar/BRCA1_included,raw,single:phylop,946,555,391,0.5480775103874189,0.9243243243243243,0.9514066496163683,19.021621621621623,18.41178451178451,23.009286215989388,2000,0.07954083115373438,0.05594594594594589,0.4584914074861474,Strong,Moderate,platt
y_clinvar/BRCA1_included,calibrated_platt,single:phylop,946,555,391,0.6879075187121081,0.918918918918919,0.9514066496163683,18.91038406827881,18.256523849981793,23.600886075949365,2000,0.08522231909328677,0.05661196911196905,0.3441480747913987,Strong,Moderate,platt
y_clinvar/BRCA1_included,raw,single:phastcons,946,555,391,0.9102203611474361,0.790990990990991,0.9514066496163683,16.277761972498816,12.829348193177982,43.23601769911508,1993,0.2196842003293616,0.0479848269321954,0.5158703152388637,Moderate,Strong,platt
y_clinvar/BRCA1_included,calibrated_platt,single:phastcons,946,555,391,0.9341725673778467,0.790990990990991,0.9514066496163683,16.277761972498816,7.555386037816365,41.661989795918366,1989,0.2196842003293616,0.049517888495524326,0.29592463502660643,Moderate,Strong,platt
y_clinvar/BRCA1_excluded,raw,fusion_M1,734,406,328,0.43810522968475457,0.9975369458128078,0.9512195121951219,20.44950738916256,19.948051948051948,23.479129321382842,2000,0.002589364658330231,0.049261083743842415,0.6029723110269382,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,fusion_M1,734,406,328,0.07976466514646227,0.9975369458128078,0.9512195121951219,20.44950738916256,19.948320413436694,23.939534883720924,2000,0.002589364658330231,0.049261083743842415,0.9699464525024806,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,mean_M0b,734,406,328,0.46576948785151895,0.9950738916256158,0.9512195121951219,20.39901477832512,19.87338787211962,24.20435339308579,2000,0.0051787293166603455,0.049411729259878634,0.5937523760772689,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,mean_M0b,734,406,328,0.14730840001827938,0.9926108374384236,0.9512195121951219,20.348522167487683,19.829841525651357,24.148028962188253,2000,0.007768093974990576,0.0495632989815347,0.8431300753845035,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,single:spliceai,734,406,328,0.5167363905300679,0.9679802955665024,0.9542682926829268,21.166502463054186,19.11638851680149,26.408759124087595,2000,0.03355419506130095,0.05081017442761104,0.5374782781397489,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:spliceai,734,406,328,0.6962267011927653,0.9408866995073891,0.9542682926829268,20.574055829228243,18.113633513106734,25.006280637254903,2000,0.06194620626701715,0.0524598554155205,0.579064537714029,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,single:pangolin,734,406,328,0.44782848838348027,0.9950738916256158,0.9512195121951219,20.39901477832512,20.008530805687204,28.242533936651583,2000,0.0051787293166603455,0.047375783007966916,0.5135282927788676,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:pangolin,734,406,328,0.4968769574775594,0.9679802955665024,0.9542682926829268,21.166502463054186,19.242654028436018,28.30632716049383,2000,0.03355419506130095,0.04572915698484984,0.6616357769419248,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,single:alphagenome,734,406,328,0.5018018552191214,0.9532019704433498,0.9512195121951219,19.54064039408867,19.09332655826558,23.094629156010228,2000,0.049197928508273335,0.05162183855584764,0.5054055656573642,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:alphagenome,734,406,328,0.6135968334723249,0.9408866995073891,0.9512195121951219,19.288177339901477,18.31879043177373,23.37947882736156,2000,0.06214475179992426,0.0524598554155205,0.5498416394089627,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,single:gpn_msa,734,406,328,0.5450463804780351,0.9064039408866995,0.9512195121951219,18.581280788177338,17.90356394129979,22.095492742551567,2000,0.09839585701654667,0.058330813963827846,0.45742216117216117,Moderate,Moderate,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:gpn_msa,734,406,328,0.6717680616066447,0.8866995073891626,0.9512195121951219,18.177339901477833,17.243914762968977,21.67093596059113,2000,0.11911077428318806,0.059843094325853004,0.297543429721033,Moderate,Moderate,platt
y_clinvar/BRCA1_excluded,raw,single:nt,734,406,328,0.6956130852116253,0.6231527093596059,0.9512195121951219,12.77463054187192,11.327365728900254,16.82693754702784,2000,0.39617279272451694,0.13464696223316927,0.19587257980115122,Moderate,Moderate,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:nt,734,406,328,0.7975099335708157,0.6231527093596059,0.9512195121951219,12.77463054187192,11.238938053097344,16.833263049719935,2000,0.39617279272451694,0.1994769810861767,0.11288736491752671,Moderate,Moderate,platt
y_clinvar/BRCA1_excluded,raw,single:cadd,676,374,302,0.46988645296601456,0.9786096256684492,0.9503311258278145,19.702673796791444,19.568734491315137,23.636822194199244,2000,0.022508338146788622,0.04844919786096254,0.5556941015824031,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:cadd,676,374,302,0.4825368873171984,0.9705882352941176,0.9503311258278145,19.541176470588237,19.31600695954763,24.223227752639517,2000,0.030948964951834402,0.048938583697941955,0.7141101462281697,Strong,Strong,platt
y_clinvar/BRCA1_excluded,raw,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:alphamissense,0,0,0,,,,,,,0,,,,not evaluable,not evaluable,platt
y_clinvar/BRCA1_excluded,raw,single:gnomad_af,234,100,134,0.9594330400782014,0.09,0.9552238805970149,2.0100000000000002,0.8214285714285714,10.15213358070501,1912,0.9526562500000001,0.3941176470588238,0.10476978218913695,below supporting,Supporting,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:gnomad_af,234,100,134,0.6183982936264563,0.16,0.9552238805970149,3.5733333333333337,0.6,11.002341920374707,1908,0.879375,0.8375000000000015,0.21357168062128795,Supporting,below supporting,platt
y_clinvar/BRCA1_excluded,raw,single:phylop,734,406,328,0.5553213716254605,0.9285714285714286,0.9512195121951219,19.035714285714285,18.378082693534132,24.524234693877553,2000,0.07509157509157506,0.05552452050852341,0.4903753313848066,Strong,Moderate,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:phylop,734,406,328,0.6946852720185793,0.9137931034482759,0.9542682926829268,19.9816091954023,18.34346504559271,24.810987857995812,2000,0.09033821747273324,0.056893082633733494,0.3519531240917832,Strong,Moderate,platt
y_clinvar/BRCA1_excluded,raw,single:phastcons,734,406,328,0.9102203611474361,0.7783251231527094,0.9603658536585366,19.637741568776054,13.110916008194323,86.76261477001844,1997,0.23082336382828988,0.04700403045230626,0.5158703152388637,Strong,Strong,platt
y_clinvar/BRCA1_excluded,calibrated_platt,single:phastcons,734,406,328,0.9267206091687652,0.7783251231527094,0.9603658536585366,19.637741568776054,4.697916666666666,50.98814229249012,1969,0.23082336382828988,0.06074299048112899,0.2547034526958233,Strong,Moderate,platt
